distribution,mode,ncut,T,eps,eta,v_el,nu_tilde,va,tr_c,w,z_star_raw,z_star_max,z_star_used,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
binomial,fixed,45,0.05,0.0,0.99,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,1.8165902102185878,1.0954115646461438,False,0.1517332458984446,0.047932868074778444,-0.1061970212274051,0.0,physical
uniform,fixed,150,0.05,0.0,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,1.8165902124584952,1.0874150991256635,False,0.1493328880695477,0.047932868228245544,-0.10379666325271443,0.0,physical
mb,fixed,150,0.05,0.0,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,2.034753693895963,1.393121296154644,False,0.23399650411255735,0.06329130849118714,-0.17386976104592958,0.0,physical
mb,tuned_va,150,0.05,0.0,0.99,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095233006507716,1.8271878612668724,1.1095233006507716,False,0.15536217182334466,0.04866000330719722,-0.1091351686815073,0.0,physical
binomial,fixed,45,0.05,0.0,0.99,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,1.8165902102185878,1.0954115646461438,False,0.1517332458984446,0.0479167856585651,-0.10621229952280777,0.0,physical
uniform,fixed,150,0.05,0.0,0.99,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,1.8165902124584952,1.0874150991256635,False,0.1493328880695477,0.04791678581198185,-0.10381194154816495,0.0,physical
mb,fixed,150,0.05,0.0,0.99,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,2.034753693895963,1.393121296154644,False,0.23399650411255735,0.06327018499064158,-0.17388982837144784,0.0,physical
mb,tuned_va,150,0.05,0.0,0.99,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095233006507716,1.8271878612668724,1.1095233006507716,False,0.15536217182334466,0.04864368101238952,-0.10915067486157462,0.0,physical
binomial,fixed,45,0.05,0.0,0.99,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,1.8165902102185878,1.0954115646461438,False,0.1517332458984446,0.047900714031654724,-0.10622756756837262,0.0,physical
uniform,fixed,150,0.05,0.0,0.99,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,1.8165902124584952,1.0874150991256635,False,0.1493328880695477,0.04790071418502081,-0.10382720959377793,0.0,physical
mb,fixed,150,0.05,0.0,0.99,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,2.034753693895963,1.393121296154644,False,0.23399650411255735,0.06324907558760354,-0.173909882304334,0.0,physical
mb,tuned_va,150,0.05,0.0,0.99,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095233006507716,1.8271878612668724,1.1095233006507716,False,0.15536217182334466,0.04862736966510168,-0.10916617064149807,0.0,physical
binomial,fixed,45,0.05,0.0,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,1.8165902102185878,1.0954115646461438,False,0.1517332458984446,0.04785256377826461,-0.10627331030909323,0.0,physical
uniform,fixed,150,0.05,0.0,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,1.8165902124584952,1.0874150991256635,False,0.1493328880695477,0.04785256393147901,-0.10387295233464264,0.0,physical
mb,fixed,150,0.05,0.0,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,2.034753693895963,1.393121296154644,False,0.23399650411255735,0.06318583182252593,-0.1739699638811577,0.0,physical
mb,tuned_va,150,0.05,0.0,0.99,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095233006507716,1.8271878612668724,1.1095233006507716,False,0.15536217182334466,0.04857850119832124,-0.10921259568493949,0.0,physical
binomial,fixed,45,0.05,0.0,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,1.8165902102185878,1.0954115646461438,False,0.1517332458984446,0.04777252813174693,-0.10634934417328504,0.0,physical
uniform,fixed,150,0.05,0.0,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,1.8165902124584952,1.0874150991256635,False,0.1493328880695477,0.047772528284709195,-0.10394898619907397,0.0,physical
mb,fixed,150,0.05,0.0,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,2.034753693895963,1.393121296154644,False,0.23399650411255735,0.06308070618428414,-0.17406983323748743,0.0,physical
mb,tuned_va,150,0.05,0.0,0.99,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095233006507716,1.8271878612668724,1.1095233006507716,False,0.15536217182334466,0.048497271679272036,-0.10928976372803623,0.0,physical
binomial,fixed,45,0.05,0.0,0.99,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,1.8165902102185878,1.0954115646461438,False,0.1517332458984446,0.04769275978924134,-0.10642512409866534,0.0,physical
uniform,fixed,150,0.05,0.0,0.99,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,1.8165902124584952,1.0874150991256635,False,0.1493328880695477,0.047692759941952656,-0.10402476612469268,0.0,physical
mb,fixed,150,0.05,0.0,0.99,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,2.034753693895963,1.393121296154644,False,0.23399650411255735,0.06297592982673031,-0.17416937077716355,0.0,physical
mb,tuned_va,150,0.05,0.0,0.99,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095233006507716,1.8271878612668724,1.1095233006507716,False,0.15536217182334466,0.04841631338465951,-0.10936667410791813,0.0,physical
binomial,fixed,45,0.05,0.0,0.99,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,1.8165902102185878,1.0954115646461438,False,0.1517332458984446,0.04761325741374142,-0.10650065135539027,0.0,physical
uniform,fixed,150,0.05,0.0,0.99,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,1.8165902124584952,1.0874150991256635,False,0.1493328880695477,0.04761325756620235,-0.10410029338165547,0.0,physical
mb,fixed,150,0.05,0.0,0.99,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,2.034753693895963,1.393121296154644,False,0.23399650411255735,0.06287150101174581,-0.17426857815139885,0.0,physical
mb,tuned_va,150,0.05,0.0,0.99,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095233006507716,1.8271878612668724,1.1095233006507716,False,0.15536217182334466,0.048335624958197695,-0.10944332811305685,0.0,physical
binomial,fixed,45,0.05,0.001,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.03934813071752342,-0.11431872958074178,0.0,physical
uniform,fixed,150,0.05,0.001,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.03934813084387812,-0.11143169433636418,0.0,physical
mb,fixed,150,0.05,0.001,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.05200512809021267,-0.18455438899353707,0.0,physical
mb,tuned_va,150,0.05,0.001,0.6,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.039946832881665534,-0.11739947426663658,0.0,physical
binomial,fixed,45,0.05,0.001,0.6,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.03933025135835273,-0.11433571497195394,0.0,physical
uniform,fixed,150,0.05,0.001,0.6,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.03933025148465102,-0.11144867972762992,0.0,physical
mb,fixed,150,0.05,0.001,0.6,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.051981600369923296,-0.184576740327812,0.0,physical
mb,tuned_va,150,0.05,0.001,0.6,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.03992868522578445,-0.1174167145397236,0.0,physical
binomial,fixed,45,0.05,0.001,0.6,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.03931238824117698,-0.1143526849332709,0.0,physical
uniform,fixed,150,0.05,0.001,0.6,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.03931238836741853,-0.1114656496890008,0.0,physical
mb,fixed,150,0.05,0.001,0.6,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.05195809393073127,-0.1845990714450444,0.0,physical
mb,tuned_va,150,0.05,0.001,0.6,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.0399105540522546,-0.11743393915457698,0.0,physical
binomial,fixed,45,0.05,0.001,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.03925889612058685,-0.11440350244783151,0.0,physical
uniform,fixed,150,0.05,0.001,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.03925889624665913,-0.11151646720372221,0.0,physical
mb,fixed,150,0.05,0.001,0.6,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.05188770201136712,-0.18466594376844034,0.0,physical
mb,tuned_va,150,0.05,0.001,0.6,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.03985625920151344,-0.11748551926278107,0.0,physical
binomial,fixed,45,0.05,0.001,0.6,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.039170065369210236,-0.11448789166163931,0.0,physical
uniform,fixed,150,0.05,0.001,0.6,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.03917006549500096,-0.11160085641779749,0.0,physical
mb,fixed,150,0.05,0.001,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.0517708050840131,-0.18477699584942667,0.0,physical
mb,tuned_va,150,0.05,0.001,0.6,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.039766095343656764,-0.11757117492774491,0.0,physical
binomial,fixed,45,0.05,0.001,0.6,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.039081635727913656,-0.11457189982087106,0.0,physical
uniform,fixed,150,0.05,0.001,0.6,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.03908163585342432,-0.11168486457729529,0.0,physical
mb,fixed,150,0.05,0.001,0.6,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.0516544337390752,-0.18488754862711768,0.0,physical
mb,tuned_va,150,0.05,0.001,0.6,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.03967633853269027,-0.11765644389816309,0.0,physical
binomial,fixed,45,0.05,0.001,0.6,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.03899360448586766,-0.11465552950081476,0.0,physical
uniform,fixed,150,0.05,0.001,0.6,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.03899360461109944,-0.11176849425750393,0.0,physical
mb,fixed,150,0.05,0.001,0.6,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.051538584439507366,-0.18499760546170713,0.0,physical
mb,tuned_va,150,0.05,0.001,0.6,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.039586986018215274,-0.11774132878691433,0.0,physical
binomial,fixed,45,0.05,0.001,0.75,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.04328344824086493,-0.11058017793356734,0.0,physical
uniform,fixed,150,0.05,0.001,0.75,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.043283448379668236,-0.10769314267736357,0.0,physical
mb,fixed,150,0.05,0.001,0.75,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.057181434104235644,-0.17963689828021526,0.0,physical
mb,tuned_va,150,0.05,0.001,0.75,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.04394112152568065,-0.11360490005482222,0.0,physical
binomial,fixed,45,0.05,0.001,0.75,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.04326613944883879,-0.11059662128599218,0.0,physical
uniform,fixed,150,0.05,0.001,0.75,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.04326613958758749,-0.10770958602984028,0.0,physical
mb,fixed,150,0.05,0.001,0.75,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.05715867678748009,-0.17965851773113303,0.0,physical
mb,tuned_va,150,0.05,0.001,0.75,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.0439235537170114,-0.113621589473058,0.0,physical
binomial,fixed,45,0.05,0.001,0.75,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.04324884449568012,-0.11061305149149292,0.0,physical
uniform,fixed,150,0.05,0.001,0.75,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.043248844634374214,-0.1077260162353929,0.0,physical
mb,fixed,150,0.05,0.001,0.75,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.057135937579997305,-0.17968011997824168,0.0,physical
mb,tuned_va,150,0.05,0.001,0.75,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.043905999951150486,-0.11363826555062588,0.0,physical
binomial,fixed,45,0.05,0.001,0.75,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.043197042503626285,-0.11066226338394405,0.0,physical
uniform,fixed,150,0.05,0.001,0.75,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.04319704264215686,-0.10777522812799938,0.0,physical
mb,fixed,150,0.05,0.001,0.75,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.05706782839725715,-0.17974482370184483,0.0,physical
mb,tuned_va,150,0.05,0.001,0.75,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.043853422742228955,-0.11368821389910133,0.0,physical
binomial,fixed,45,0.05,0.001,0.75,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.04311098108421672,-0.11074402173238315,0.0,physical
uniform,fixed,150,0.05,0.001,0.75,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.04311098122247542,-0.10785698647669675,0.0,physical
mb,fixed,150,0.05,0.001,0.75,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,False,0.2339592606792391,0.05695467326795073,-0.1798523210746859,0.0,physical
mb,tuned_va,150,0.05,0.001,0.75,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,1.1095001939130609,1.8272293296344182,1.1095001939130609,False,0.15534896550421884,0.0437660733511247,-0.11377119582065037,0.0,physical
binomial,fixed,45,0.05,0.001,0.75,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,False,0.15169945376238902,0.04302526192847046,-0.11082545493034208,0.0,physical
uniform,fixed,150,0.05,0.001,0.75,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0856904557456128,1.8166314981305374,1.0856904557456128,False,0.1488124186380484,0.04302526206645817,-0.10793841967491313,0.0,physical
